customer_id,product_category,base_price,discount_percentage,promotion_exposure,season,final_price,purchase_frequency,avg_order_value
1101,Footwear,3190,0,5,Sale,3190.0,2,2769.586243706386
1102,Women Apparel,3755,40,3,Non-Sale,2253.0,3,2374.821564341254
1103,Accessories,589,40,9,Sale,353.4,2,317.68294078092356
1104,Men Apparel,4608,20,6,Sale,3686.4,3,4047.831859780643
1105,Women Apparel,3520,20,2,Sale,2816.0,5,2876.0151281832304
1106,Accessories,2357,50,5,Sale,1178.5,4,1542.9926223945304
1107,Men Apparel,1304,20,3,Non-Sale,1043.2,2,885.5374527525711
1108,Women Apparel,1444,40,2,Sale,866.4,3,1230.7885622014371
1109,Women Apparel,3289,0,2,Non-Sale,3289.0,2,3336.02876911319
1110,Footwear,4375,10,1,Non-Sale,3937.5,3,4062.807993402456
1111,Men Apparel,2110,20,2,Non-Sale,1688.0,4,1172.9603518610434
1112,Men Apparel,3423,20,9,Sale,2738.4,7,3071.5096703947543
1113,Accessories,4382,40,0,Non-Sale,2629.2,2,2574.071472139526
1114,Footwear,3721,50,2,Sale,1860.5,2,2009.029997701331
1115,Footwear,4891,20,8,Non-Sale,3912.8,0,3814.308065621515
1116,Footwear,2887,0,3,Non-Sale,2887.0,1,3232.6874148141314
1117,Footwear,1441,40,2,Sale,864.6,2,932.6350138776854
1118,Men Apparel,3066,30,7,Non-Sale,2146.2,4,2190.334114897679
1119,Men Apparel,1475,10,0,Sale,1327.5,3,1895.5835312193153
1120,Women Apparel,1454,20,4,Sale,1163.2,2,415.6250323181092
1121,Women Apparel,1762,30,0,Non-Sale,1233.3999999999999,2,1110.4571165324862
1122,Footwear,1443,30,6,Sale,1010.0999999999999,3,963.2598256066086
1123,Footwear,2702,20,4,Non-Sale,2161.6,0,1913.1761021124908
1124,Footwear,3827,10,1,Non-Sale,3444.3,1,3543.8904537205963
1125,Women Apparel,4774,50,0,Sale,2387.0,5,1985.4127328107713
1126,Accessories,2759,30,6,Sale,1931.3,5,1541.8933258921968
1127,Accessories,2328,20,0,Sale,1862.4,2,1993.4513032200985
1128,Women Apparel,1757,10,2,Sale,1581.3,5,1306.9534244693568
1129,Women Apparel,964,30,5,Sale,674.8,5,828.3528174514498
1130,Women Apparel,3794,10,5,Non-Sale,3414.6,0,3235.082701233141
1131,Women Apparel,1730,10,6,Non-Sale,1557.0,2,1305.6900393474507
1132,Women Apparel,3154,20,0,Non-Sale,2523.2000000000003,3,2226.9848620199605
1133,Women Apparel,1384,10,6,Sale,1245.6000000000001,5,960.0554258931998
1134,Footwear,4305,30,1,Non-Sale,3013.5,3,2884.996430473651
1135,Footwear,4356,0,5,Non-Sale,4356.0,3,4116.672073887586
1136,Footwear,3635,30,7,Sale,2544.5,2,2507.013019014632
1137,Footwear,1424,10,4,Sale,1281.6000000000001,3,723.4582790539486
1138,Women Apparel,2046,0,9,Sale,2046.0,2,1791.8923369124877
1139,Accessories,1594,0,2,Non-Sale,1594.0,3,1968.7456194367041
1140,Men Apparel,2911,40,7,Non-Sale,1746.6,2,1369.38140726669
1141,Women Apparel,3117,40,7,Non-Sale,1870.1999999999998,5,1671.2177784673047
1142,Men Apparel,1262,10,3,Non-Sale,1135.8,1,1507.5376380101025
1143,Accessories,2823,30,7,Non-Sale,1976.1,4,1963.8310635908547
1144,Footwear,4645,30,4,Sale,3251.5,7,2734.768227814811
1145,Accessories,3275,50,4,Non-Sale,1637.5,2,1816.2057146203654
1146,Women Apparel,3655,20,2,Non-Sale,2924.0,1,3279.6477371675355
1147,Footwear,4470,30,6,Sale,3129.0,2,3121.7223074824806
1148,Women Apparel,2540,0,8,Non-Sale,2540.0,0,2372.4761160764674
1149,Footwear,1083,20,8,Sale,866.4000000000001,1,343.75199588148655
1150,Men Apparel,4831,50,0,Sale,2415.5,4,2269.7557549649414
1151,Men Apparel,2603,20,0,Non-Sale,2082.4,1,1708.5008782098898
1152,Men Apparel,2442,10,9,Non-Sale,2197.8,1,2195.25795417276
1153,Accessories,4955,0,4,Non-Sale,4955.0,1,5203.321679158842
1154,Women Apparel,609,30,0,Non-Sale,426.29999999999995,2,200.0
1155,Accessories,691,30,3,Non-Sale,483.7,7,689.1997159047352
1156,Men Apparel,1403,20,0,Non-Sale,1122.4,2,596.3882637015691
1157,Women Apparel,1361,50,1,Sale,680.5,5,606.1850747044564
1158,Men Apparel,1583,0,1,Sale,1583.0,4,980.3096295580735
1159,Accessories,1149,10,3,Sale,1034.1000000000001,4,1088.7270493924384
1160,Accessories,4634,40,7,Sale,2780.4,6,3118.504911581965
1161,Accessories,4111,10,1,Sale,3699.9,2,3569.418503131408
1162,Men Apparel,1136,10,8,Non-Sale,1022.4,4,1070.898351011777
1163,Women Apparel,1536,20,8,Non-Sale,1228.8000000000002,2,1077.7260440816297
1164,Women Apparel,4631,40,1,Sale,2778.6,4,2884.6943273780084
1165,Men Apparel,2648,0,0,Sale,2648.0,4,2891.1985609500407
1166,Women Apparel,4365,40,9,Sale,2619.0,2,2614.910814707281
1167,Men Apparel,3657,30,9,Sale,2559.8999999999996,2,2400.44220445269
1168,Women Apparel,4087,10,8,Sale,3678.3,5,3764.3846256281563
1169,Footwear,3794,30,1,Non-Sale,2655.7999999999997,3,3200.3482292684084
1170,Footwear,4761,20,7,Sale,3808.8,7,3903.290619930513
1171,Accessories,2930,20,2,Non-Sale,2344.0,1,1962.0458793917464
1172,Footwear,2379,30,0,Non-Sale,1665.3,1,2232.9394133403694
1173,Footwear,4466,50,0,Sale,2233.0,5,1988.6057412396224
1174,Footwear,4213,0,9,Sale,4213.0,3,3977.861057784009
1175,Men Apparel,4626,20,1,Sale,3700.8,6,4003.3010744506573
1176,Footwear,4606,20,6,Sale,3684.8,8,3558.7977889861627
1177,Footwear,2511,20,5,Sale,2008.8000000000002,3,2158.0086869618717
1178,Accessories,3873,20,1,Non-Sale,3098.4,1,3225.9360997702747
1179,Footwear,2643,0,3,Sale,2643.0,4,2775.030442543257
1180,Footwear,3000,30,1,Non-Sale,2100.0,4,2533.2994005709343
1181,Women Apparel,1789,20,0,Sale,1431.2,5,1350.7664445136652
1182,Accessories,1947,10,2,Non-Sale,1752.3,2,1762.4638778503518
1183,Accessories,3699,40,3,Non-Sale,2219.4,2,1944.3043451370086
1184,Accessories,2443,40,9,Sale,1465.8,6,1689.8135292480772
1185,Accessories,3683,20,4,Sale,2946.4,5,3008.1767590027875
1186,Accessories,3716,10,4,Non-Sale,3344.4,2,3721.803707761684
1187,Accessories,3636,30,6,Non-Sale,2545.2,3,2655.678383556491
1188,Men Apparel,3818,10,9,Sale,3436.2000000000003,6,3955.580067338253
1189,Footwear,3282,10,7,Sale,2953.8,5,2915.569824067354
1190,Accessories,1490,30,8,Sale,1043.0,5,1113.5453323993324
1191,Footwear,2653,0,6,Sale,2653.0,2,2673.731703610903
1192,Footwear,725,0,4,Non-Sale,725.0,5,516.7821205033147
1193,Men Apparel,1276,0,8,Non-Sale,1276.0,2,688.9035897606858
1194,Accessories,3337,10,7,Sale,3003.3,1,3070.6893447594066
1195,Women Apparel,1187,0,9,Sale,1187.0,3,706.7511461080735
1196,Men Apparel,1029,50,8,Sale,514.5,5,653.738124020527
1197,Women Apparel,3942,10,9,Non-Sale,3547.8,4,3894.6240061052504
1198,Footwear,2653,0,7,Non-Sale,2653.0,3,2635.14647436144
1199,Footwear,1794,10,5,Sale,1614.6000000000001,2,1729.1691811943924
1200,Men Apparel,2026,40,3,Sale,1215.6,2,1340.3644068785827
1201,Men Apparel,3396,20,8,Non-Sale,2716.8,1,3001.805456318243
1202,Women Apparel,3603,20,8,Sale,2882.4,3,2852.8987871355093
1203,Accessories,2940,40,9,Sale,1764.0,3,1401.4494981630805
1204,Women Apparel,4635,20,9,Sale,3708.0,2,3182.7418266565455
1205,Men Apparel,4302,10,8,Sale,3871.8,3,3767.8884969389514
1206,Women Apparel,1344,10,9,Sale,1209.6000000000001,3,720.6261503702495
1207,Men Apparel,946,20,2,Non-Sale,756.8000000000001,3,768.1565136373335
1208,Women Apparel,4415,10,2,Non-Sale,3973.5,3,4048.935502872207
1209,Men Apparel,3609,30,5,Sale,2526.2999999999997,8,2368.004427595892
1210,Men Apparel,1734,10,5,Sale,1560.6000000000001,2,1782.0651986674927
1211,Men Apparel,726,20,5,Non-Sale,580.8000000000001,0,628.9625970975853
1212,Accessories,4643,0,4,Sale,4643.0,1,4444.259907971936
1213,Women Apparel,3459,10,4,Sale,3113.1,3,2976.5270237205436
1214,Women Apparel,2330,20,1,Sale,1864.0,4,2268.9877432082444
1215,Women Apparel,4279,40,6,Non-Sale,2567.4,5,2057.1498180850917
1216,Men Apparel,686,20,3,Sale,548.8000000000001,4,476.5962116537241
1217,Women Apparel,3377,30,2,Sale,2363.8999999999996,5,2423.434594438347
1218,Women Apparel,3035,10,7,Sale,2731.5,4,2549.231247108266
1219,Men Apparel,2432,0,3,Sale,2432.0,4,2215.3178844907798
1220,Footwear,3424,0,3,Non-Sale,3424.0,1,3755.345374534232
1221,Men Apparel,1348,10,7,Non-Sale,1213.2,4,1825.736627204977
1222,Women Apparel,2532,10,0,Sale,2278.8,2,2178.4864573873233
1223,Men Apparel,1752,10,8,Sale,1576.8,1,1584.4397820502131
1224,Footwear,2381,30,6,Non-Sale,1666.6999999999998,7,1840.7658946585138
1225,Men Apparel,769,0,1,Sale,769.0,2,463.4335301602681
1226,Women Apparel,2130,20,5,Non-Sale,1704.0,4,1725.0597769362923
1227,Footwear,4905,20,7,Non-Sale,3924.0,3,4384.06752048421
1228,Accessories,3703,20,4,Sale,2962.4,6,3677.455036686535
1229,Women Apparel,2074,20,5,Non-Sale,1659.2,3,1284.7672899301465
1230,Footwear,3392,10,9,Sale,3052.8,7,2784.3591376078325
1231,Footwear,2195,10,7,Sale,1975.5,5,1845.9024019867654
1232,Accessories,3758,30,5,Non-Sale,2630.6,4,2519.354458157454
1233,Men Apparel,3762,40,8,Non-Sale,2257.2,2,2582.3013268435316
1234,Men Apparel,1945,10,8,Non-Sale,1750.5,1,1760.7496820089245
1235,Women Apparel,719,0,8,Non-Sale,719.0,4,1019.6406957726444
1236,Accessories,552,40,5,Sale,331.2,4,403.6992851557264
1237,Men Apparel,2257,10,8,Non-Sale,2031.3,2,1997.20812839846
1238,Accessories,2166,20,2,Sale,1732.8000000000002,4,1866.8511923435656
1239,Men Apparel,3285,20,4,Non-Sale,2628.0,2,1944.672006539037
1240,Footwear,1219,0,1,Sale,1219.0,2,1120.8002814491392
1241,Men Apparel,905,20,7,Sale,724.0,3,636.8084346835831
1242,Accessories,2794,20,3,Non-Sale,2235.2000000000003,3,1817.4821021938164
1243,Footwear,571,10,5,Sale,513.9,4,916.9979085924338
1244,Footwear,2553,20,5,Sale,2042.4,3,1968.8490173884234
1245,Footwear,1729,30,4,Sale,1210.3,3,1320.6854586164345
1246,Accessories,2067,20,0,Sale,1653.6000000000001,3,1913.0656899913618
1247,Women Apparel,4182,0,6,Non-Sale,4182.0,3,3932.24006927545
1248,Women Apparel,3453,20,9,Sale,2762.4,4,2847.8630873000984
1249,Women Apparel,4982,30,7,Sale,3487.3999999999996,5,2996.7195657679135
1250,Accessories,1198,30,0,Sale,838.5999999999999,6,1002.3270761843817
1251,Footwear,1326,30,9,Sale,928.1999999999999,4,762.3617114829149
1252,Women Apparel,848,10,6,Sale,763.2,4,679.2067401992036
1253,Accessories,4408,30,3,Sale,3085.6,2,3422.175080648868
1254,Women Apparel,807,30,5,Sale,564.9,4,1110.547325595055
1255,Men Apparel,3916,0,8,Sale,3916.0,3,3699.9561848180347
1256,Women Apparel,2834,20,4,Non-Sale,2267.2000000000003,3,2012.1670948438918
1257,Women Apparel,3309,10,7,Non-Sale,2978.1,1,3184.95106031484
1258,Footwear,4058,30,4,Sale,2840.6,3,3033.376214030632
1259,Accessories,4978,10,1,Sale,4480.2,2,4123.4656665202065
1260,Footwear,3977,20,3,Non-Sale,3181.6000000000004,4,3174.571617056436
1261,Footwear,3186,40,1,Non-Sale,1911.6,3,1905.158709452726
1262,Footwear,3485,30,6,Non-Sale,2439.5,3,2426.974098130848
1263,Footwear,775,40,6,Sale,465.0,5,663.4052893395722
1264,Footwear,3047,50,2,Non-Sale,1523.5,1,1978.4693942575395
1265,Women Apparel,3264,0,6,Non-Sale,3264.0,3,3194.1493868495563
1266,Footwear,836,30,0,Sale,585.1999999999999,4,1124.449652247683
1267,Footwear,2473,20,0,Sale,1978.4,2,1941.4486905349554
1268,Accessories,3479,40,8,Sale,2087.4,5,2577.7415124893732
1269,Men Apparel,4468,10,5,Sale,4021.2000000000003,3,4148.576206890271
1270,Women Apparel,1410,50,4,Sale,705.0,4,1030.7533333509068
1271,Women Apparel,2496,30,5,Non-Sale,1747.1999999999998,2,2030.94203171735
1272,Women Apparel,3629,30,5,Sale,2540.2999999999997,3,2296.6105657500593
1273,Footwear,4704,0,0,Sale,4704.0,2,4813.535318562816
1274,Footwear,4257,10,4,Non-Sale,3831.3,2,3556.589873001285
1275,Footwear,827,30,8,Sale,578.9,3,548.0652723760595
1276,Accessories,2299,0,3,Sale,2299.0,5,1955.759516943985
1277,Men Apparel,814,40,2,Sale,488.4,5,427.87128779169103
1278,Footwear,4045,0,0,Sale,4045.0,1,4063.2385563664557
1279,Men Apparel,1634,30,1,Sale,1143.8,5,887.880444523353
1280,Accessories,3246,20,2,Non-Sale,2596.8,1,2596.5979508778123
1281,Women Apparel,2020,30,3,Sale,1414.0,4,1655.2185007228045
1282,Footwear,655,30,6,Non-Sale,458.49999999999994,2,200.0
1283,Men Apparel,2224,10,5,Sale,2001.6000000000001,5,2268.321530335072
1284,Men Apparel,3843,0,7,Non-Sale,3843.0,0,4120.324445036108
1285,Footwear,1386,0,8,Non-Sale,1386.0,2,1100.315605878164
1286,Women Apparel,3573,20,5,Non-Sale,2858.4,1,2073.9904687935987
1287,Women Apparel,3305,20,6,Sale,2644.0,2,2971.0393547634058
1288,Women Apparel,1221,30,3,Non-Sale,854.6999999999999,2,781.1349302430614
1289,Accessories,1412,20,1,Non-Sale,1129.6000000000001,0,1129.687087836417
1290,Men Apparel,3857,20,8,Non-Sale,3085.6000000000004,3,3692.1094529664115
1291,Men Apparel,1370,20,8,Sale,1096.0,2,1223.4785348643238
1292,Men Apparel,4608,0,3,Sale,4608.0,3,4747.553090927049
1293,Accessories,997,10,2,Sale,897.3000000000001,3,894.8425467135833
1294,Men Apparel,2256,50,9,Sale,1128.0,4,1070.4086738202743
1295,Accessories,1617,40,5,Non-Sale,970.1999999999999,2,951.260761439066
1296,Women Apparel,3909,10,2,Non-Sale,3518.1,1,3473.136813780306
1297,Footwear,3328,20,0,Non-Sale,2662.4,3,2156.854600182667
1298,Men Apparel,2147,40,3,Sale,1288.2,4,988.7515260872331
1299,Men Apparel,3483,20,0,Sale,2786.4,5,2769.332254168781
1300,Women Apparel,642,0,1,Sale,642.0,4,1253.1318596357778
1301,Footwear,3261,0,2,Sale,3261.0,1,2844.5772937421857
1302,Accessories,3935,20,7,Non-Sale,3148.0,1,2992.2478530396634
1303,Footwear,2931,50,9,Sale,1465.5,5,1306.7600264880953
1304,Women Apparel,2348,30,3,Non-Sale,1643.6,3,1850.8366836391401
1305,Women Apparel,3196,0,3,Non-Sale,3196.0,1,3223.9884158961822
1306,Footwear,2217,10,9,Non-Sale,1995.3,5,1802.4170946210193
1307,Accessories,3572,30,8,Sale,2500.3999999999996,3,2846.658672674265
1308,Accessories,1567,40,6,Non-Sale,940.1999999999999,5,642.4875713411909
1309,Men Apparel,3286,30,1,Sale,2300.2,5,2147.9668286132764
1310,Accessories,4291,30,2,Sale,3003.7,5,2670.2064876810728
1311,Footwear,1788,0,3,Non-Sale,1788.0,2,2085.821704350505
1312,Women Apparel,4371,40,3,Non-Sale,2622.6,5,2608.06072368324
1313,Men Apparel,2306,30,9,Sale,1614.1999999999998,7,1400.6414648971088
1314,Men Apparel,2004,10,7,Sale,1803.6000000000001,1,1937.4100073699296
1315,Women Apparel,3808,30,9,Non-Sale,2665.6,2,3139.254101244529
1316,Accessories,3451,10,9,Sale,3105.9,2,2428.327298147698
1317,Women Apparel,571,0,5,Non-Sale,571.0,3,755.7918813491192
1318,Accessories,2190,10,2,Non-Sale,1971.0,1,2491.1077838917627
1319,Women Apparel,1844,10,8,Non-Sale,1659.6000000000001,3,2126.0846698181404
1320,Footwear,3803,10,9,Non-Sale,3422.7000000000003,1,3347.7506591629253
1321,Accessories,3613,20,7,Non-Sale,2890.4,3,2919.303159687237
1322,Footwear,1382,20,8,Non-Sale,1105.6000000000001,3,1168.0086415750318
1323,Men Apparel,4734,20,4,Non-Sale,3787.2000000000003,2,3709.810798507089
1324,Women Apparel,3162,10,2,Sale,2845.8,2,3122.9839395465438
1325,Men Apparel,2004,0,3,Sale,2004.0,1,1522.1612063512982
1326,Men Apparel,2963,30,4,Non-Sale,2074.1,2,2246.7694733706935
1327,Men Apparel,3053,20,8,Sale,2442.4,2,2419.6152214867643
1328,Men Apparel,1232,10,8,Non-Sale,1108.8,5,1412.0516892575315
1329,Women Apparel,2248,40,2,Non-Sale,1348.8,3,1681.7750715249992
1330,Men Apparel,4424,30,6,Non-Sale,3096.7999999999997,2,3129.811507935247
1331,Women Apparel,923,40,5,Sale,553.8,4,367.03758083043965
1332,Women Apparel,3978,20,3,Sale,3182.4,5,3493.8633090732046
1333,Footwear,2091,0,4,Sale,2091.0,5,1708.8089097443558
1334,Accessories,4985,30,9,Sale,3489.5,2,3173.6641756071804
1335,Accessories,4937,10,1,Non-Sale,4443.3,0,4420.355195832914
1336,Women Apparel,992,20,6,Non-Sale,793.6,2,637.6657120887403
1337,Footwear,691,0,3,Non-Sale,691.0,2,626.4447850264748
1338,Women Apparel,998,40,1,Sale,598.8,4,507.637409402103
1339,Women Apparel,1756,0,5,Sale,1756.0,1,1748.0520922826106
1340,Women Apparel,2468,40,1,Sale,1480.8,4,1927.0280664178927
1341,Footwear,4822,40,9,Sale,2893.2,4,2546.719104932306
1342,Accessories,2686,20,1,Non-Sale,2148.8,2,2008.8626715980781
1343,Footwear,1316,30,6,Non-Sale,921.1999999999999,2,1168.5913098747071
1344,Men Apparel,3720,30,0,Sale,2604.0,3,2614.9685650491288
1345,Footwear,1973,40,6,Non-Sale,1183.8,4,892.6174921842344
1346,Footwear,1586,20,9,Non-Sale,1268.8000000000002,1,1242.6952470553433
1347,Footwear,4699,30,4,Sale,3289.2999999999997,5,2837.1136170104714
1348,Footwear,2374,20,0,Non-Sale,1899.2,2,2208.8880682225845
1349,Accessories,1370,40,5,Sale,822.0,5,857.5004467518261
1350,Men Apparel,2542,20,6,Non-Sale,2033.6000000000001,1,2693.699613840444
1351,Accessories,772,20,0,Sale,617.6,2,281.56020692305214
1352,Accessories,1529,30,8,Non-Sale,1070.3,3,870.8318504666847
1353,Footwear,3718,40,6,Sale,2230.7999999999997,3,2282.143738525103
1354,Women Apparel,4569,20,0,Sale,3655.2000000000003,2,4050.3398298659386
1355,Women Apparel,1551,10,2,Non-Sale,1395.9,3,1250.3315732433277
1356,Accessories,4533,20,4,Sale,3626.4,3,3415.3119649457567
1357,Accessories,2073,50,3,Sale,1036.5,4,1059.2590548835815
1358,Footwear,3690,30,1,Non-Sale,2583.0,2,2381.465328724876
1359,Accessories,4888,40,0,Sale,2932.7999999999997,7,3075.597771394931
1360,Footwear,4297,0,3,Non-Sale,4297.0,1,4319.920461505234
1361,Women Apparel,3789,20,6,Non-Sale,3031.2000000000003,1,3240.7659759122275
1362,Women Apparel,4247,30,3,Sale,2972.8999999999996,9,3241.1708262090615
1363,Men Apparel,2605,40,8,Sale,1563.0,2,1672.899141592251
1364,Women Apparel,807,0,7,Non-Sale,807.0,5,1153.1562592558523
1365,Accessories,3859,40,7,Sale,2315.4,2,2214.1330755456665
1366,Women Apparel,3676,20,4,Non-Sale,2940.8,1,2507.6239895319964
1367,Footwear,1751,10,0,Sale,1575.9,4,1252.611282998816
1368,Women Apparel,3247,10,8,Non-Sale,2922.3,1,2896.7175139315295
1369,Men Apparel,2017,10,1,Non-Sale,1815.3,2,1940.6507040619963
1370,Women Apparel,1878,20,5,Non-Sale,1502.4,3,1677.5143563263641
1371,Footwear,2461,0,9,Sale,2461.0,2,2266.6836882505604
1372,Footwear,4805,10,4,Non-Sale,4324.5,2,4584.140078339211
1373,Accessories,3363,40,9,Non-Sale,2017.8,2,1321.8256023309496
1374,Women Apparel,3156,0,7,Non-Sale,3156.0,4,2991.868239700614
1375,Footwear,2994,10,2,Sale,2694.6,5,2842.849307538823
1376,Men Apparel,4505,20,5,Non-Sale,3604.0,2,3877.7974941055086
1377,Accessories,4063,20,5,Sale,3250.4,2,3477.5442062943434
1378,Men Apparel,1422,30,9,Sale,995.4,4,1274.528078146754
1379,Women Apparel,4732,20,2,Non-Sale,3785.6000000000004,1,3837.650561859864
1380,Women Apparel,4962,30,6,Sale,3473.3999999999996,4,3436.9935385843555
1381,Women Apparel,3459,30,3,Non-Sale,2421.2999999999997,1,1857.889490468321
1382,Accessories,683,0,4,Non-Sale,683.0,5,610.3845302001251
1383,Footwear,3858,10,8,Non-Sale,3472.2000000000003,0,3128.0057722663855
1384,Accessories,1898,20,5,Non-Sale,1518.4,5,1703.2853073464803
1385,Men Apparel,3296,20,9,Non-Sale,2636.8,1,2226.447166619875
1386,Accessories,1036,30,3,Sale,725.1999999999999,3,678.6538082336817
1387,Men Apparel,1773,20,7,Non-Sale,1418.4,2,1061.346587198415
1388,Accessories,3467,20,8,Sale,2773.6000000000004,5,2770.0424321073647
1389,Footwear,3549,10,9,Sale,3194.1,1,3154.6306870249646
1390,Men Apparel,1596,10,4,Non-Sale,1436.4,1,910.3337573268223
1391,Women Apparel,1805,20,1,Sale,1444.0,2,1547.277303997672
1392,Women Apparel,1415,20,5,Sale,1132.0,3,1046.618512814282
1393,Accessories,3581,20,7,Non-Sale,2864.8,2,2873.17680953547
1394,Women Apparel,4747,10,4,Sale,4272.3,5,4147.751980716205
1395,Men Apparel,1528,30,0,Sale,1069.6,2,854.5446308231656
1396,Women Apparel,2477,40,7,Sale,1486.2,3,1713.2365104116407
1397,Footwear,3854,10,8,Non-Sale,3468.6,3,3777.957585003621
1398,Footwear,3011,20,0,Non-Sale,2408.8,1,2699.508316468658
1399,Accessories,770,50,7,Non-Sale,385.0,3,200.0
1400,Men Apparel,1686,10,9,Sale,1517.4,3,1933.9721924215849
1401,Footwear,4700,20,1,Non-Sale,3760.0,1,3928.875993140444
1402,Footwear,4264,0,3,Non-Sale,4264.0,3,4638.828368812857
1403,Men Apparel,2898,30,1,Sale,2028.6,3,2398.400852915116
1404,Women Apparel,4735,0,1,Sale,4735.0,2,4839.729614973759
1405,Women Apparel,4682,50,9,Non-Sale,2341.0,2,2102.6636443502657
1406,Accessories,2211,30,2,Non-Sale,1547.6999999999998,2,1320.1886075618424
1407,Women Apparel,2730,30,7,Non-Sale,1910.9999999999998,5,1706.860636543246
1408,Men Apparel,628,30,3,Sale,439.59999999999997,3,385.2958164839661
1409,Footwear,1769,20,6,Non-Sale,1415.2,3,1118.6024504346967
1410,Women Apparel,4172,20,9,Non-Sale,3337.6000000000004,3,2823.0393677024017
1411,Accessories,2101,40,2,Non-Sale,1260.6,2,755.4429537915331
1412,Women Apparel,4470,50,9,Non-Sale,2235.0,4,2224.8515024818
1413,Men Apparel,4744,20,2,Non-Sale,3795.2000000000003,1,3714.401549110109
1414,Accessories,1127,40,1,Non-Sale,676.1999999999999,5,829.1498877835613
1415,Women Apparel,4297,20,5,Non-Sale,3437.6000000000004,1,3383.4658032926586
1416,Accessories,2544,20,5,Non-Sale,2035.2,1,2380.9177328846936
1417,Men Apparel,4052,20,0,Sale,3241.6000000000004,2,3064.814277843607
1418,Footwear,2841,10,6,Non-Sale,2556.9,1,2656.0190586657563
1419,Men Apparel,3714,0,3,Non-Sale,3714.0,4,3879.6297945020497
1420,Men Apparel,749,10,2,Sale,674.1,5,690.1434856133208
1421,Men Apparel,3425,20,7,Sale,2740.0,3,3044.1041047482763
1422,Men Apparel,1474,20,1,Sale,1179.2,4,1337.0500481665117
1423,Footwear,1825,20,8,Sale,1460.0,1,1701.6007900855982
1424,Footwear,1483,50,7,Sale,741.5,4,549.1897336945028
1425,Accessories,1388,20,7,Sale,1110.4,2,1044.593046878746
1426,Women Apparel,3437,20,2,Non-Sale,2749.6000000000004,6,2093.6137113563914
1427,Footwear,2617,0,3,Sale,2617.0,2,2598.1587324255083
1428,Footwear,3172,0,1,Sale,3172.0,3,2760.9084295359526
1429,Women Apparel,1826,30,1,Non-Sale,1278.1999999999998,1,1982.2865047597966
1430,Footwear,970,20,3,Sale,776.0,2,866.376121854073
1431,Men Apparel,2487,30,5,Non-Sale,1740.8999999999999,2,1621.3781520446832
1432,Men Apparel,590,0,4,Non-Sale,590.0,1,815.7753165298813
1433,Women Apparel,1029,20,0,Sale,823.2,4,405.9867887722103
1434,Accessories,4559,10,9,Sale,4103.1,3,3954.9237166402845
1435,Accessories,3273,10,0,Sale,2945.7000000000003,4,2841.0928993367297
1436,Women Apparel,2186,0,5,Sale,2186.0,2,2379.4129968710595
1437,Women Apparel,691,0,2,Sale,691.0,1,397.5363615852137
1438,Men Apparel,2486,10,2,Sale,2237.4,1,2028.2260371430739
1439,Accessories,4123,0,6,Sale,4123.0,2,4156.475865073168
1440,Footwear,2685,50,0,Non-Sale,1342.5,1,1531.9269000346574
1441,Men Apparel,4940,10,0,Sale,4446.0,1,4509.424324524027
1442,Women Apparel,1508,0,9,Non-Sale,1508.0,1,1236.1486907402996
1443,Accessories,4283,10,2,Sale,3854.7000000000003,5,3886.6609821408315
1444,Footwear,4798,20,7,Non-Sale,3838.4,3,3632.8982218815117
1445,Footwear,4787,0,0,Sale,4787.0,5,4504.124907879153
1446,Men Apparel,2552,40,9,Non-Sale,1531.2,3,1653.638173145077
1447,Accessories,3808,50,3,Sale,1904.0,5,2067.90562267871
1448,Accessories,2216,10,8,Non-Sale,1994.4,1,1990.3128680048965
1449,Women Apparel,810,20,3,Sale,648.0,2,801.3256944540013
1450,Accessories,1760,0,9,Non-Sale,1760.0,2,1990.9783334631497
1451,Accessories,4432,30,7,Sale,3102.3999999999996,4,2368.10591622387
1452,Men Apparel,3768,20,6,Non-Sale,3014.4,2,3137.575851523889
1453,Accessories,1084,10,2,Sale,975.6,5,1440.1986530260626
1454,Footwear,3299,10,6,Sale,2969.1,5,2883.829770181211
1455,Men Apparel,859,30,6,Sale,601.3,6,1062.4438884312985
1456,Men Apparel,3366,20,9,Sale,2692.8,1,2787.410981170296
1457,Women Apparel,2511,10,2,Non-Sale,2259.9,2,2283.7935816428285
1458,Accessories,4506,30,1,Non-Sale,3154.2,3,3234.0990572776636
1459,Women Apparel,2125,20,8,Sale,1700.0,4,1243.5935090601427
1460,Footwear,3264,40,0,Non-Sale,1958.3999999999999,3,2459.871760056099
1461,Men Apparel,1390,0,6,Non-Sale,1390.0,3,1240.8846023027484
1462,Men Apparel,1231,30,3,Non-Sale,861.6999999999999,5,502.24911230702844
1463,Men Apparel,4461,30,1,Sale,3122.7,4,2962.6057692022737
1464,Footwear,3004,0,1,Sale,3004.0,2,3010.917087797367
1465,Footwear,1114,30,7,Non-Sale,779.8,2,1118.628064183454
1466,Women Apparel,4306,20,6,Sale,3444.8,2,3422.1631041621804
1467,Women Apparel,2219,40,6,Non-Sale,1331.3999999999999,3,1235.0388032425026
1468,Women Apparel,2087,0,4,Non-Sale,2087.0,4,1995.3784343120508
1469,Accessories,2111,30,9,Sale,1477.6999999999998,5,1070.8969528416687
1470,Men Apparel,1396,20,7,Sale,1116.8,4,958.7310339210356
1471,Men Apparel,777,50,1,Non-Sale,388.5,4,211.42037348676865
